age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager
56,no,travel_rarely,713,research & development,8,3,life sciences,3,female,67,3,1,research scientist,1,divorced,4257,13939,4,yes,18,3,3,1,19,3,3,2,2,2,2
33,no,travel_rarely,134,research & development,2,3,life sciences,3,male,90,3,1,research scientist,4,single,2500,10515,0,no,14,3,1,0,4,2,4,3,1,0,2
19,yes,travel_rarely,303,research & development,2,3,life sciences,2,male,47,2,1,laboratory technician,4,single,1102,9241,1,no,22,4,3,0,1,3,2,1,0,1,0
46,no,travel_rarely,526,sales,1,2,marketing,2,female,92,3,3,sales executive,1,divorced,10453,2137,1,no,25,4,3,3,24,2,3,24,13,15,7
38,no,travel_rarely,1380,research & development,9,2,life sciences,3,female,75,3,1,laboratory technician,4,single,2288,6319,1,no,12,3,3,0,2,3,3,2,2,2,1
31,no,travel_rarely,140,research & development,12,1,medical,3,female,95,3,1,research scientist,4,married,3929,6984,8,yes,23,4,3,1,7,0,3,4,2,0,2
34,no,travel_rarely,629,research & development,27,2,medical,4,female,95,3,1,research scientist,2,single,2311,5711,2,no,15,3,4,0,9,3,3,3,2,1,2
41,yes,travel_rarely,1356,sales,20,2,marketing,2,female,70,3,1,sales representative,2,single,3140,21728,1,yes,22,4,4,0,4,5,2,4,3,0,2
50,no,travel_rarely,328,research & development,1,3,medical,3,male,86,2,1,laboratory technician,3,married,3690,3425,2,no,15,3,4,1,5,2,2,3,2,0,2
53,no,travel_rarely,1084,research & development,13,2,medical,4,female,57,4,2,manufacturing director,1,divorced,4450,26250,1,no,11,3,3,2,5,3,3,4,2,1,3
33,no,travel_rarely,931,research & development,14,3,medical,4,female,72,3,1,research scientist,2,married,2756,4673,1,no,13,3,4,1,8,5,3,8,7,1,6
40,no,travel_rarely,989,research & development,4,1,medical,4,female,46,3,5,manager,3,married,19033,6499,1,no,14,3,2,1,21,2,3,20,8,9,9
55,no,travel_rarely,692,research & development,14,4,medical,3,male,61,4,5,research director,2,single,18722,13339,8,no,11,3,4,0,36,3,3,24,15,2,15
34,no,travel_frequently,1069,research & development,2,1,life sciences,4,male,45,2,2,manufacturing director,3,married,9547,14074,1,no,17,3,3,0,10,2,2,10,9,1,9
51,no,travel_rarely,313,research & development,3,3,medical,4,female,98,3,4,healthcare representative,2,single,13734,7192,3,no,18,3,3,0,21,6,3,7,7,1,0
52,no,travel_rarely,699,research & development,1,4,life sciences,3,male,65,2,5,manager,3,married,19999,5678,0,no,14,3,1,1,34,5,3,33,18,11,9
27,no,travel_rarely,894,research & development,9,3,medical,4,female,99,3,1,research scientist,2,single,2279,11781,1,no,16,3,4,0,7,2,2,7,7,0,3
35,yes,travel_rarely,556,research & development,23,2,life sciences,2,male,50,2,2,manufacturing director,3,married,5916,15497,3,yes,13,3,1,0,8,1,3,1,0,0,1
43,no,non-travel,1344,research & development,7,3,medical,4,male,37,4,1,research scientist,4,divorced,2089,5228,4,no,14,3,4,3,7,3,4,5,4,2,2
45,no,non-travel,1195,research & development,2,2,medical,1,male,65,2,4,manager,4,married,16792,20462,9,no,23,4,4,1,22,1,3,20,8,11,8
37,no,travel_rarely,290,research & development,21,3,life sciences,2,male,65,4,1,research scientist,1,married,3564,22977,1,yes,12,3,1,1,8,3,2,8,7,1,7
35,no,travel_frequently,138,research & development,2,3,medical,2,female,37,3,2,laboratory technician,2,single,4425,15986,5,no,11,3,4,0,10,5,3,6,2,1,2
42,no,non-travel,926,research & development,21,2,medical,3,female,36,3,2,manufacturing director,3,divorced,5265,16439,2,no,16,3,2,1,11,5,3,5,3,0,2
38,no,travel_rarely,1261,research & development,2,4,life sciences,4,male,88,3,2,manufacturing director,3,married,6553,7259,9,no,14,3,2,0,14,3,3,1,0,0,0
38,no,travel_rarely,1084,research & development,29,3,technical degree,4,male,54,3,2,manufacturing director,4,married,6261,4185,3,no,18,3,1,1,9,3,1,7,7,1,7
27,no,travel_frequently,472,research & development,1,1,technical degree,3,male,60,2,2,manufacturing director,1,married,4298,9679,5,no,19,3,3,1,6,1,3,2,2,2,0
49,no,non-travel,1002,research & development,18,4,life sciences,4,male,92,3,2,manufacturing director,4,divorced,6804,23793,1,yes,15,3,1,2,7,0,3,7,7,1,7
34,no,travel_frequently,878,research & development,10,4,medical,4,male,43,3,1,research scientist,3,divorced,3815,5972,1,yes,17,3,4,1,5,4,4,5,3,2,0
40,no,travel_rarely,905,research & development,19,2,medical,3,male,99,3,2,laboratory technician,4,married,2741,16523,8,yes,15,3,3,1,15,2,4,7,2,3,7
38,yes,travel_rarely,1180,research & development,29,1,medical,2,male,70,3,2,healthcare representative,1,married,6673,11354,7,yes,19,3,2,0,17,2,3,1,0,0,0
29,yes,travel_rarely,121,sales,27,3,marketing,2,female,35,3,3,sales executive,4,married,7639,24525,1,no,22,4,4,3,10,3,2,10,4,1,9
22,no,travel_rarely,1136,research & development,5,3,life sciences,4,male,60,4,1,research scientist,2,divorced,2328,12392,1,yes,16,3,1,1,4,2,2,4,2,2,2
36,no,travel_frequently,635,research & development,18,1,medical,2,female,73,3,1,laboratory technician,4,single,2153,7703,1,no,13,3,1,0,8,2,3,8,1,1,7
40,no,non-travel,1151,research & development,9,5,life sciences,4,male,63,2,2,healthcare representative,4,married,4876,14242,9,no,14,3,4,1,5,5,1,3,2,0,2
46,no,travel_rarely,644,research & development,1,4,medical,4,male,97,3,3,healthcare representative,1,divorced,9396,12368,7,no,16,3,3,1,17,3,3,4,2,0,3
32,yes,travel_rarely,1045,sales,4,4,medical,4,male,32,1,3,sales executive,4,married,10400,25812,1,no,11,3,3,0,14,2,2,14,8,9,8
30,no,non-travel,829,research & development,1,1,life sciences,3,male,88,2,3,manufacturing director,3,single,8474,20925,1,no,22,4,3,0,12,2,3,11,8,5,8
27,no,travel_frequently,1242,sales,20,3,life sciences,4,female,90,3,2,sales executive,3,single,9981,12916,1,no,14,3,4,0,7,2,3,7,7,0,7
51,no,travel_rarely,1469,research & development,8,4,life sciences,2,male,81,2,3,research director,2,married,12490,15736,5,no,16,3,4,2,16,5,1,10,9,4,7
30,yes,travel_rarely,1005,research & development,3,3,technical degree,4,female,88,3,1,research scientist,1,single,2657,8556,5,yes,11,3,3,0,8,5,3,5,2,0,4
41,no,travel_rarely,896,sales,6,3,life sciences,4,female,75,3,3,manager,4,single,13591,14674,3,yes,18,3,3,0,16,3,3,1,0,0,0
30,yes,travel_frequently,334,sales,26,4,marketing,3,female,52,2,2,sales executive,1,single,6696,22967,5,no,15,3,3,0,9,5,2,6,3,0,1
29,yes,travel_rarely,992,research & development,1,3,technical degree,3,male,85,3,1,research scientist,3,single,2058,19757,0,no,14,3,4,0,7,1,2,6,2,1,5
45,no,non-travel,1052,sales,6,3,medical,4,female,57,2,3,sales executive,4,single,8865,16840,6,no,12,3,4,0,23,2,3,19,7,12,8
54,no,travel_rarely,1147,sales,3,3,marketing,4,female,52,3,2,sales executive,1,married,5940,17011,2,no,14,3,4,1,16,4,3,6,2,0,5
36,no,travel_rarely,1396,research & development,5,2,life sciences,4,male,62,3,2,laboratory technician,2,single,5914,9945,8,no,16,3,4,0,16,3,4,13,11,3,7
33,no,travel_rarely,147,research & development,4,4,medical,3,female,47,2,1,research scientist,2,married,2622,13248,6,no,21,4,4,0,7,3,3,3,2,1,1
37,no,travel_frequently,663,research & development,11,3,other,2,male,47,3,3,research director,4,divorced,12185,10056,1,yes,14,3,3,3,10,1,3,10,8,0,7
38,no,travel_rarely,119,sales,3,3,life sciences,1,male,76,3,3,sales executive,3,divorced,10609,9647,0,no,12,3,3,2,17,6,2,16,10,5,13
31,no,non-travel,979,research & development,1,4,medical,3,male,90,1,2,manufacturing director,3,married,4345,4381,0,no,12,3,4,1,6,2,3,5,4,1,4
59,no,travel_rarely,142,research & development,3,3,life sciences,3,male,70,2,1,research scientist,4,married,2177,8456,3,no,17,3,1,1,7,6,3,1,0,0,0
37,no,travel_frequently,319,sales,4,4,marketing,1,male,41,3,1,sales representative,4,divorced,2793,2539,4,no,17,3,3,1,13,2,3,9,8,5,8
29,no,travel_frequently,1413,sales,1,1,medical,2,female,42,3,3,sales executive,4,married,7918,6599,1,no,14,3,4,1,11,5,3,11,10,4,1
35,no,travel_frequently,944,sales,1,3,marketing,3,female,92,3,3,sales executive,3,single,8789,9096,1,no,14,3,1,0,10,3,4,10,7,0,8
29,yes,travel_rarely,896,research & development,18,1,medical,3,male,86,2,1,research scientist,4,single,2389,14961,1,yes,13,3,3,0,4,3,2,4,3,0,1
52,no,travel_rarely,1323,research & development,2,3,life sciences,3,female,89,2,1,laboratory technician,4,single,3212,3300,7,no,15,3,2,0,6,3,2,2,2,2,2
42,no,travel_rarely,532,research & development,4,2,technical degree,3,male,58,3,5,manager,4,married,19232,4933,1,no,11,3,4,0,22,3,3,22,17,11,15
59,no,travel_rarely,818,human resources,6,2,medical,2,male,52,3,1,human resources,3,married,2267,25657,8,no,17,3,4,0,7,2,2,2,2,2,2
50,no,travel_rarely,854,sales,1,4,medical,4,female,68,3,5,manager,4,divorced,19517,24118,3,no,11,3,3,1,32,3,2,7,0,0,6
33,yes,travel_rarely,813,research & development,14,3,medical,3,male,58,3,1,laboratory technician,4,married,2436,22149,5,yes,13,3,3,1,8,2,1,5,4,0,4
43,no,travel_rarely,1034,sales,16,3,marketing,4,female,80,3,4,manager,4,married,16064,7744,5,yes,22,4,3,1,22,3,3,17,13,1,9
33,yes,travel_rarely,465,research & development,2,2,life sciences,1,female,39,3,1,laboratory technician,1,married,2707,21509,7,no,20,4,1,0,13,3,4,9,7,1,7
52,no,non-travel,771,sales,2,4,life sciences,1,male,79,2,5,manager,3,single,19068,21030,1,yes,18,3,4,0,33,2,4,33,7,15,12
32,no,travel_rarely,1401,sales,4,2,life sciences,3,female,56,3,1,sales representative,2,married,3931,20990,2,no,11,3,1,1,6,5,3,4,3,1,2
32,yes,travel_rarely,515,research & development,1,3,life sciences,4,male,62,2,1,laboratory technician,3,single,3730,9571,0,yes,14,3,4,0,4,2,1,3,2,1,2
39,no,travel_rarely,1431,research & development,1,4,medical,3,female,96,3,1,laboratory technician,3,divorced,2232,15417,7,no,14,3,3,3,7,1,3,3,2,1,2
32,no,non-travel,976,sales,26,4,marketing,3,male,100,3,2,sales executive,4,married,4465,12069,0,no,18,3,1,0,4,2,3,3,2,2,2
41,no,travel_rarely,1411,research & development,19,2,life sciences,3,male,36,3,2,research scientist,1,divorced,3072,19877,2,no,16,3,1,2,17,2,2,1,0,0,0
40,no,travel_rarely,1300,research & development,24,2,technical degree,1,male,62,3,2,research scientist,4,divorced,3319,24447,1,no,17,3,1,2,9,3,3,9,8,4,7
45,no,travel_rarely,252,research & development,1,3,other,3,male,70,4,5,manager,4,married,19202,15970,0,no,11,3,3,1,25,2,3,24,0,1,7
31,no,travel_frequently,1327,research & development,3,4,medical,2,male,73,3,3,research director,3,divorced,13675,13523,9,no,12,3,1,1,9,3,3,2,2,2,2
33,no,travel_rarely,832,research & development,5,4,life sciences,3,female,63,2,1,research scientist,4,married,2911,14776,1,no,13,3,3,1,2,2,2,2,2,0,2
34,no,travel_rarely,470,research & development,2,4,life sciences,4,male,84,2,2,manufacturing director,1,married,5957,23687,6,no,13,3,2,1,13,3,3,11,9,5,9
37,no,travel_rarely,1017,research & development,1,2,medical,3,female,83,2,1,research scientist,1,married,3920,18697,2,no,14,3,1,1,17,2,2,3,1,0,2
45,no,travel_frequently,1199,research & development,7,4,life sciences,1,male,77,4,2,manufacturing director,3,married,6434,5118,4,no,17,3,4,1,9,1,3,3,2,0,2
37,yes,travel_frequently,504,research & development,10,3,medical,1,male,61,3,3,manufacturing director,3,divorced,10048,22573,6,no,11,3,2,2,17,5,3,1,0,0,0
39,no,travel_frequently,505,research & development,2,4,technical degree,3,female,64,3,3,healthcare representative,3,single,10938,6420,0,no,25,4,4,0,20,1,3,19,6,11,8
29,no,travel_rarely,665,research & development,15,3,life sciences,3,male,60,3,1,research scientist,4,single,2340,22673,1,no,19,3,1,0,6,1,3,6,5,1,5
42,no,travel_rarely,916,research & development,17,2,life sciences,4,female,82,4,2,research scientist,1,single,6545,23016,3,yes,13,3,3,0,10,1,3,3,2,0,2
29,no,travel_rarely,1247,sales,20,2,marketing,4,male,45,3,2,sales executive,4,divorced,6931,10732,2,no,14,3,4,1,10,2,3,3,2,0,2
25,no,travel_rarely,685,research & development,1,3,life sciences,1,female,62,3,2,manufacturing director,3,married,4898,7505,0,no,12,3,4,2,5,3,3,4,2,1,2
42,no,travel_rarely,269,research & development,2,3,medical,4,female,56,2,1,laboratory technician,1,divorced,2593,8007,0,yes,11,3,3,1,10,4,3,9,6,7,8
40,no,travel_rarely,1416,research & development,2,2,medical,1,male,49,3,5,research director,3,divorced,19436,5949,0,no,19,3,4,1,22,5,3,21,7,3,9
51,no,travel_rarely,833,research & development,1,3,life sciences,3,male,96,3,1,research scientist,4,married,2723,23231,1,no,11,3,2,0,1,0,2,1,0,0,0
31,yes,travel_frequently,307,research & development,29,2,medical,3,male,71,2,1,laboratory technician,2,single,3479,11652,0,no,11,3,2,0,6,2,4,5,4,1,4
32,no,travel_frequently,1311,research & development,7,3,life sciences,2,male,100,4,1,laboratory technician,2,married,2794,26062,1,no,20,4,3,0,5,3,1,5,1,0,3
38,no,non-travel,1327,sales,2,2,life sciences,4,male,39,2,2,sales executive,4,married,5249,19682,3,no,18,3,4,1,13,0,3,8,7,7,5
32,no,travel_rarely,128,research & development,2,1,technical degree,4,male,84,2,2,laboratory technician,1,single,2176,19737,4,no,13,3,4,0,9,5,3,6,2,0,4
46,no,travel_rarely,488,sales,2,3,technical degree,3,female,75,1,4,manager,2,married,16872,14977,3,yes,12,3,2,1,28,2,2,7,7,7,7
28,yes,travel_rarely,529,research & development,2,4,life sciences,1,male,79,3,1,laboratory technician,3,single,3485,14935,2,no,11,3,3,0,5,5,1,0,0,0,0
29,no,travel_rarely,1210,sales,2,3,medical,1,male,78,2,2,sales executive,2,married,6644,3687,2,no,19,3,2,2,10,2,3,0,0,0,0
31,no,travel_rarely,1463,research & development,23,3,medical,2,male,64,2,2,healthcare representative,4,married,5582,14408,0,no,21,4,2,1,10,2,3,9,0,7,8
25,no,non-travel,675,research & development,5,2,life sciences,2,male,85,4,2,healthcare representative,1,divorced,4000,18384,1,no,12,3,4,2,6,2,3,6,3,1,5
45,no,travel_rarely,1385,research & development,20,2,medical,3,male,79,3,4,healthcare representative,4,married,13496,7501,0,yes,14,3,2,0,21,2,3,20,7,4,10
36,no,travel_rarely,1403,research & development,6,3,life sciences,4,male,47,3,1,laboratory technician,4,married,3210,20251,0,no,11,3,3,1,16,4,3,15,13,10,11
55,no,travel_rarely,452,research & development,1,3,medical,4,male,81,3,5,manager,1,single,19045,18938,0,yes,14,3,3,0,37,2,3,36,10,4,13
47,yes,non-travel,666,research & development,29,4,life sciences,1,male,88,3,3,manager,2,married,11849,10268,1,yes,12,3,4,1,10,2,2,10,7,9,9
28,no,travel_rarely,1158,research & development,9,3,medical,4,male,94,3,1,research scientist,4,married,2070,2613,1,no,23,4,4,1,5,3,2,5,2,0,4
37,no,travel_rarely,228,sales,6,4,medical,3,male,98,3,2,sales executive,4,married,6502,22825,4,no,14,3,2,1,7,5,4,5,4,0,1
21,no,travel_rarely,996,research & development,3,2,medical,4,male,100,2,1,research scientist,3,single,3230,10531,1,no,17,3,1,0,3,4,4,3,2,1,0
37,no,non-travel,728,research & development,1,4,medical,1,female,80,3,3,research director,4,divorced,13603,11677,2,yes,18,3,1,2,15,2,3,5,2,0,2
35,no,travel_rarely,1315,research & development,22,3,life sciences,2,female,71,4,3,manager,2,divorced,11996,19100,7,no,18,3,2,1,10,6,2,7,7,6,2
38,no,travel_rarely,322,sales,7,2,medical,1,female,44,4,2,sales executive,1,divorced,5605,19191,1,yes,24,4,3,1,8,3,3,8,0,7,7
26,no,travel_frequently,1479,research & development,1,3,life sciences,3,female,84,3,2,manufacturing director,2,divorced,6397,26767,1,no,20,4,1,1,6,6,1,6,5,1,4
50,no,travel_rarely,797,research & development,4,1,life sciences,1,male,96,3,5,research director,2,divorced,19144,15815,3,no,14,3,1,2,28,4,2,10,4,1,6
53,no,travel_rarely,1070,research & development,3,4,medical,3,male,45,3,4,research director,3,married,17584,21016,3,yes,16,3,4,3,21,5,2,5,3,1,3
42,no,travel_rarely,635,sales,1,1,life sciences,2,male,99,3,2,sales executive,3,married,4907,24532,1,no,25,4,3,0,20,3,3,20,16,11,6
29,no,travel_frequently,442,sales,2,2,life sciences,2,male,44,3,2,sales executive,4,single,4554,20260,1,no,18,3,1,0,10,3,2,10,7,0,9
55,no,travel_rarely,147,research & development,20,2,technical degree,2,male,37,3,2,laboratory technician,4,married,5415,15972,3,yes,19,3,4,1,12,4,3,10,7,0,8
26,no,travel_frequently,496,research & development,11,2,medical,1,male,60,3,2,healthcare representative,1,married,4741,22722,1,yes,13,3,3,1,5,3,3,5,3,3,3
37,no,travel_rarely,1372,research & development,1,3,life sciences,4,female,42,3,1,research scientist,4,single,2115,15881,1,no,12,3,2,0,17,3,3,17,12,5,7
44,yes,travel_frequently,920,research & development,24,3,life sciences,4,male,43,3,1,laboratory technician,3,divorced,3161,19920,3,yes,22,4,4,1,19,0,1,1,0,0,0
38,no,travel_rarely,688,research & development,23,4,life sciences,4,male,82,3,2,healthcare representative,4,divorced,5745,18899,9,no,14,3,2,1,10,2,3,2,2,1,2
26,yes,travel_rarely,1449,research & development,16,4,medical,1,male,45,3,1,laboratory technician,2,divorced,2373,14180,2,yes,13,3,4,1,5,2,3,3,2,0,2
28,no,travel_rarely,1117,research & development,8,2,life sciences,4,female,66,3,1,research scientist,4,single,3310,4488,1,no,21,4,4,0,5,3,3,5,3,0,2
49,no,travel_frequently,636,research & development,10,4,life sciences,3,female,35,3,5,research director,1,single,18665,25594,9,yes,11,3,4,0,22,4,3,3,2,1,2
36,no,travel_rarely,506,research & development,3,3,technical degree,3,male,30,3,2,research scientist,2,single,4485,26285,4,no,12,3,4,0,10,2,3,8,0,7,7
31,no,travel_frequently,444,sales,5,3,marketing,4,female,84,3,1,sales representative,2,divorced,2789,3909,1,no,11,3,3,1,2,5,2,2,2,2,2
26,yes,travel_rarely,950,sales,4,4,marketing,4,male,48,2,2,sales executive,4,single,5828,8450,1,yes,12,3,2,0,8,0,3,8,7,7,4
37,no,travel_frequently,889,research & development,9,3,medical,2,male,53,3,1,research scientist,4,married,2326,11411,1,yes,12,3,3,3,4,3,2,4,2,1,2
42,no,travel_frequently,555,sales,26,3,marketing,3,female,77,3,4,sales executive,2,married,13525,14864,5,no,14,3,4,1,23,2,4,20,4,4,8
18,yes,travel_rarely,230,research & development,3,3,life sciences,3,male,54,3,1,laboratory technician,3,single,1420,25233,1,no,13,3,3,0,0,2,3,0,0,0,0
35,no,travel_rarely,1232,sales,16,3,marketing,3,male,96,3,3,sales executive,2,married,8020,5100,0,no,15,3,3,2,12,3,2,11,9,6,9
36,no,travel_frequently,566,research & development,18,4,life sciences,3,male,81,4,1,laboratory technician,4,married,3688,7122,4,no,18,3,4,2,4,2,3,1,0,0,0
51,no,travel_rarely,1302,research & development,2,3,medical,4,male,84,1,2,manufacturing director,2,divorced,5482,16321,5,no,18,3,4,1,13,3,3,4,1,1,2
41,no,travel_rarely,334,sales,2,4,life sciences,4,male,88,3,4,manager,2,single,16015,15896,1,no,19,3,2,0,22,2,3,22,10,0,4
18,no,travel_rarely,812,sales,10,3,medical,4,female,69,2,1,sales representative,3,single,1200,9724,1,no,12,3,1,0,0,2,3,0,0,0,0
28,no,travel_rarely,1476,research & development,16,2,medical,2,male,68,4,2,healthcare representative,1,single,5661,4824,0,no,19,3,3,0,9,2,3,8,3,0,7
31,no,travel_rarely,218,sales,7,3,technical degree,2,male,100,4,2,sales executive,4,married,6929,12241,4,no,11,3,2,1,10,3,2,8,7,7,7
39,no,travel_rarely,1132,research & development,1,3,medical,3,male,48,4,3,healthcare representative,4,divorced,9613,10942,0,no,17,3,1,3,19,5,2,18,10,3,7
36,no,non-travel,1105,research & development,24,4,life sciences,2,female,47,3,2,laboratory technician,2,married,5674,6927,7,no,15,3,3,1,11,3,3,9,8,0,8
32,no,travel_rarely,906,sales,7,3,life sciences,4,male,91,2,2,sales executive,3,married,5484,16985,1,no,14,3,3,1,13,3,2,13,8,4,8
38,no,travel_rarely,849,research & development,25,2,life sciences,1,female,81,2,3,research director,2,married,12061,26707,3,no,17,3,3,1,19,2,3,10,8,0,1
58,no,non-travel,390,research & development,1,4,life sciences,4,male,32,1,2,healthcare representative,3,divorced,5660,17056,2,yes,13,3,4,1,12,2,3,5,3,1,2
31,no,travel_rarely,691,research & development,5,4,technical degree,3,male,86,3,1,research scientist,4,married,4821,10077,0,yes,12,3,3,1,6,4,3,5,2,0,3
31,no,travel_rarely,106,human resources,2,3,human resources,1,male,62,2,2,human resources,1,married,6410,17822,3,no,12,3,4,0,9,1,3,2,2,1,0
45,no,travel_frequently,1249,research & development,7,3,life sciences,1,male,97,3,3,laboratory technician,1,divorced,5210,20308,1,no,18,3,1,1,24,2,3,24,9,9,11
