,age,attrition,businesstravel,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,salaryquartile,worklesstwoyears,newatcompany,highriskjob,youngsingleoverworked,stay_prob
846,35,0,travel_rarely,research & development,2,3,life sciences,3,male,2,3,manufacturing director,2,divorced,10274,2,no,18,3,2,1,15,2,4,7,7,6,4,5,0,0,0,0,0.9748359220480397
847,34,0,travel_frequently,research & development,1,3,medical,4,male,2,2,healthcare representative,1,single,5343,0,no,20,4,3,0,14,3,3,13,9,4,9,3,0,0,0,2,0.9773635606424098
848,35,0,travel_frequently,research & development,4,4,other,4,male,2,1,laboratory technician,4,married,2376,1,no,13,3,2,1,2,2,4,2,2,2,2,1,0,0,1,1,0.8609972445499448
850,32,0,non-travel,sales,2,1,life sciences,3,female,3,1,sales representative,1,divorced,2827,1,no,12,3,3,3,1,3,3,1,0,0,0,2,1,1,1,1,0.9862162748466818
852,29,0,travel_rarely,research & development,6,1,medical,2,female,3,1,laboratory technician,4,married,3131,1,no,13,3,1,1,10,5,3,10,8,0,8,2,0,0,1,0,0.9942334365578451
853,19,0,travel_rarely,research & development,9,2,life sciences,3,male,3,1,research scientist,1,single,2552,1,no,25,4,3,0,1,4,3,1,1,0,0,1,1,1,0,1,0.24580922948979209
855,37,0,travel_rarely,research & development,1,3,life sciences,4,female,2,2,manufacturing director,4,married,6474,1,no,13,3,2,1,14,2,2,14,8,3,11,4,0,0,0,0,0.9993843366240378
856,20,0,travel_rarely,research & development,3,3,life sciences,1,male,2,1,laboratory technician,3,single,3033,1,no,12,3,1,0,2,2,2,2,2,1,2,2,0,0,1,1,0.01254695766938964
859,29,0,travel_rarely,research & development,15,1,life sciences,2,female,1,1,research scientist,4,married,2168,0,yes,18,3,1,1,6,2,2,5,4,1,3,1,0,0,0,1,0.06474337122468515
860,22,1,travel_frequently,research & development,3,4,life sciences,3,male,2,1,research scientist,4,married,2853,0,yes,11,3,2,1,1,5,3,0,0,0,0,2,1,1,0,2,0.2917947632265091
863,33,0,travel_rarely,human resources,2,3,human resources,2,male,3,1,human resources,3,married,3600,1,no,13,3,4,1,5,2,3,5,4,1,4,2,0,0,0,0,0.9759871596221562
864,41,1,non-travel,research & development,5,2,life sciences,1,male,2,1,research scientist,1,divorced,2107,6,no,17,3,1,1,5,2,1,1,0,0,0,1,0,1,0,1,0.07569985516772022
865,30,0,travel_rarely,sales,29,4,life sciences,3,male,3,2,sales executive,1,divorced,4115,8,no,19,3,3,3,8,3,3,4,3,0,3,2,0,0,0,0,0.6831576991338308
866,40,0,travel_frequently,sales,2,4,medical,2,male,3,2,sales executive,2,married,4327,5,no,12,3,4,3,5,2,3,0,0,0,0,3,0,1,0,1,0.9831734123490243
868,28,0,travel_rarely,research & development,19,4,medical,4,male,2,1,laboratory technician,1,married,3196,1,no,12,3,3,3,6,2,3,6,5,3,3,2,0,0,1,0,0.9229061271570352
870,35,0,travel_rarely,sales,17,4,life sciences,3,male,3,2,sales executive,1,married,8966,3,yes,15,3,4,3,15,2,3,7,7,1,7,4,0,0,0,1,0.946164713041321
871,24,1,travel_rarely,research & development,17,2,life sciences,4,female,3,1,laboratory technician,2,married,2210,1,no,13,3,1,1,1,3,1,1,0,0,0,1,1,1,1,0,0.14641458717103228
872,33,0,travel_frequently,sales,25,3,medical,2,female,3,2,sales executive,3,married,4539,1,no,12,3,1,1,10,3,2,10,7,0,1,3,0,0,0,1,0.6883686174449523
873,36,0,travel_rarely,research & development,6,4,life sciences,3,male,1,1,laboratory technician,3,divorced,2741,1,no,14,3,3,1,7,4,3,7,7,1,7,2,0,0,1,0,0.9709841658497093
874,30,0,travel_rarely,research & development,7,4,life sciences,3,male,3,2,laboratory technician,3,divorced,3491,1,no,13,3,1,3,10,4,2,10,7,8,9,2,0,0,1,0,0.9674424637516328
876,20,0,travel_rarely,sales,21,3,marketing,3,male,4,1,sales representative,4,single,2678,1,no,17,3,4,0,2,2,3,2,1,2,2,1,0,0,1,1,0.7089006180384884
880,32,0,travel_frequently,research & development,13,3,other,3,female,2,1,laboratory technician,2,married,2743,1,no,20,4,3,1,2,2,3,2,2,2,2,2,0,0,1,1,0.7571118123551941
881,32,0,travel_frequently,research & development,2,2,life sciences,4,female,3,2,research scientist,3,single,4998,4,yes,14,3,4,0,10,2,3,8,7,0,7,3,0,0,0,3,0.8892231781252509
882,36,0,travel_rarely,research & development,1,3,technical degree,3,female,1,3,manufacturing director,1,divorced,10252,2,yes,21,4,3,1,17,2,3,7,7,7,7,5,0,0,0,1,0.9063726725738449
883,33,0,travel_rarely,research & development,9,3,medical,1,male,3,1,research scientist,4,married,2781,0,no,13,3,2,1,15,5,3,14,10,4,10,2,0,0,0,0,0.9977404436751376
884,40,0,travel_rarely,sales,10,3,technical degree,2,female,2,2,sales executive,2,divorced,6852,7,no,12,3,2,1,7,2,4,5,1,1,3,4,0,0,0,0,0.7406587684769695
885,25,0,travel_rarely,sales,10,4,life sciences,3,male,3,2,sales executive,4,single,4950,0,no,14,3,2,0,5,4,3,4,3,1,1,3,0,0,0,1,0.7597556939569263
886,30,0,travel_rarely,research & development,1,3,medical,4,male,3,1,research scientist,2,married,3579,0,yes,21,4,1,1,12,2,3,11,9,5,7,2,0,0,0,1,0.9154454980168862
888,35,0,non-travel,sales,8,2,marketing,3,female,2,3,sales executive,4,married,10377,4,yes,11,3,2,1,16,6,2,13,2,4,12,5,0,0,0,2,0.968286377249099
889,27,0,travel_rarely,research & development,14,3,life sciences,1,male,3,1,research scientist,1,married,2235,1,yes,14,3,4,2,9,3,2,9,7,6,8,1,0,0,0,1,0.3346638713150172
892,19,1,non-travel,research & development,10,3,medical,1,female,2,1,research scientist,2,single,1859,1,yes,25,4,2,0,1,2,4,1,1,0,0,1,1,1,0,3,0.012165086878658788
893,29,0,travel_rarely,research & development,1,3,life sciences,1,female,3,1,research scientist,4,divorced,3760,1,no,15,3,1,3,3,5,3,3,2,1,2,2,0,0,0,0,0.9902622427160146
895,31,0,travel_rarely,research & development,11,2,medical,3,male,3,2,healthcare representative,1,married,6833,1,yes,12,3,4,0,6,2,2,6,5,0,1,4,0,0,0,1,0.8000565247668978
896,31,0,travel_rarely,research & development,24,3,medical,3,female,2,2,healthcare representative,1,single,6812,1,no,19,3,2,0,10,2,3,10,9,1,8,4,0,0,0,1,0.6873261477485474
900,36,0,travel_frequently,research & development,3,3,technical degree,3,male,3,1,research scientist,2,married,3692,1,no,12,3,3,0,12,2,2,11,10,0,7,2,0,0,0,1,0.977647784939735
902,27,0,travel_rarely,research & development,4,2,life sciences,1,male,3,1,research scientist,3,divorced,2517,1,no,11,3,2,3,5,2,3,5,3,0,3,1,0,0,0,0,0.9749119855949763
903,29,0,travel_rarely,research & development,7,3,life sciences,3,male,3,2,healthcare representative,4,divorced,6623,1,yes,11,3,2,2,6,2,3,6,0,1,0,4,0,0,0,1,0.9526759888384095
905,29,0,travel_rarely,research & development,1,3,life sciences,4,female,2,4,research director,4,divorced,16124,3,no,14,3,2,2,9,2,2,7,7,1,7,5,0,0,0,0,0.9903471622396033
906,34,0,travel_rarely,research & development,20,3,technical degree,3,female,4,1,research scientist,3,married,2585,0,no,17,3,4,0,2,5,2,1,0,0,0,1,0,1,0,0,0.9881794695471403
908,33,0,travel_rarely,sales,10,5,marketing,4,male,4,3,sales executive,3,divorced,8380,0,yes,14,3,4,2,10,3,3,9,8,0,8,4,0,0,0,1,0.9993719760266109
909,19,0,travel_rarely,research & development,25,3,life sciences,2,female,4,1,research scientist,4,single,2994,1,yes,12,3,4,0,1,2,3,1,0,0,1,2,1,1,0,2,0.23643507168530226
910,23,0,travel_rarely,research & development,1,2,life sciences,4,male,3,1,research scientist,3,married,1223,1,no,22,4,4,1,1,2,3,1,0,0,1,1,1,1,0,0,0.9839442156451429
911,25,1,travel_frequently,sales,24,1,life sciences,3,male,1,1,sales representative,4,single,1118,1,yes,14,3,4,0,1,4,3,1,0,1,0,1,1,1,1,3,0.008102665841943184
912,26,0,travel_rarely,research & development,4,2,life sciences,3,male,3,1,research scientist,4,single,2875,1,yes,20,4,2,0,8,2,2,8,5,2,2,2,0,0,0,2,0.43158242916467254
915,21,1,travel_frequently,research & development,10,2,life sciences,1,female,2,1,laboratory technician,3,single,2625,1,no,20,4,3,0,2,2,1,2,2,2,2,1,0,0,1,2,0.01930494243813578
917,34,0,travel_rarely,sales,2,3,marketing,3,female,3,2,sales executive,1,single,4538,0,yes,12,3,4,0,4,3,3,3,2,0,2,3,0,0,0,2,0.6516457089962319
920,34,0,travel_frequently,research & development,19,3,medical,3,female,3,2,laboratory technician,2,divorced,4444,4,no,13,3,3,2,15,2,4,11,8,5,10,3,0,0,1,1,0.9930106794257791
921,28,0,travel_frequently,research & development,1,4,medical,4,male,3,1,laboratory technician,3,single,2154,0,yes,11,3,3,0,5,2,2,4,2,0,2,1,0,0,1,3,0.2777619890715662
923,34,0,travel_frequently,human resources,11,3,life sciences,3,male,2,2,human resources,2,married,4490,4,no,11,3,4,2,14,5,4,10,9,1,8,3,0,0,0,1,0.9956894897570633
924,35,0,travel_rarely,research & development,6,1,life sciences,3,male,3,1,research scientist,3,married,3506,0,yes,14,3,4,0,4,3,3,3,2,2,2,2,0,0,0,1,0.9214231042709209
927,36,0,travel_rarely,research & development,2,4,life sciences,3,female,3,2,manufacturing director,2,single,5410,9,yes,11,3,4,0,18,2,3,16,14,5,12,3,0,0,0,2,0.8457278964900603
929,28,0,travel_frequently,research & development,2,3,life sciences,4,male,2,1,laboratory technician,4,married,3867,1,yes,12,3,2,1,2,2,3,2,2,2,2,2,0,0,1,2,0.25305295418585455
931,30,0,non-travel,research & development,9,2,medical,3,female,3,2,manufacturing director,3,single,4695,7,yes,18,3,3,0,10,3,3,8,4,1,7,3,0,0,0,3,0.8843840693136332
932,29,1,travel_rarely,research & development,7,3,technical degree,2,female,3,1,laboratory technician,3,divorced,3339,3,yes,13,3,1,2,10,2,3,7,7,7,7,2,0,0,1,1,0.36571792608025755
933,28,0,travel_rarely,research & development,1,3,technical degree,4,male,3,1,research scientist,1,single,2080,2,no,11,3,2,0,5,2,2,3,2,1,2,1,0,0,0,1,0.4975321461427285
934,25,0,travel_rarely,research & development,1,3,medical,4,female,3,1,research scientist,2,single,2096,1,no,18,3,4,0,2,3,2,2,2,2,1,1,0,0,0,1,0.8489215283245657
935,32,0,travel_rarely,sales,8,3,medical,3,male,4,2,sales executive,4,married,6209,1,no,15,3,3,2,10,4,4,10,7,0,8,4,0,0,0,0,0.9999370169205853
937,39,0,travel_rarely,research & development,13,4,medical,3,female,2,4,manager,2,divorced,17123,6,yes,13,3,4,2,21,4,3,19,9,15,2,5,0,0,0,1,0.6574696601225727
939,32,1,travel_rarely,research & development,7,2,life sciences,4,male,3,2,laboratory technician,3,married,4883,1,no,18,3,1,1,10,3,3,10,4,1,1,3,0,0,1,0,0.9347301173441918
940,39,1,travel_rarely,research & development,23,3,medical,3,male,3,1,research scientist,1,single,3904,0,no,13,3,1,0,6,2,3,5,2,0,3,2,0,0,0,1,0.6719788143643186
941,30,0,travel_rarely,research & development,6,3,technical degree,1,female,2,2,laboratory technician,4,married,4627,0,no,12,3,1,1,10,6,3,9,2,6,7,3,0,0,1,0,0.919731422155234
942,36,0,travel_rarely,research & development,10,4,technical degree,4,female,3,3,healthcare representative,3,married,7094,3,no,12,3,1,0,10,0,3,7,7,1,7,4,0,0,0,0,0.9896222294231846
944,28,0,non-travel,research & development,1,3,life sciences,3,female,1,2,laboratory technician,4,married,6674,0,no,11,3,1,3,10,6,3,9,8,7,5,4,0,0,1,1,0.9894029927398206
946,40,1,travel_rarely,sales,25,4,marketing,4,male,2,3,sales executive,2,single,9094,2,yes,12,3,3,0,9,2,3,5,4,1,0,4,0,0,0,2,0.17901431085962974
948,30,0,travel_rarely,research & development,17,4,medical,2,female,3,3,manager,1,married,11916,1,yes,23,4,4,2,9,2,3,9,1,0,8,5,0,0,0,1,0.991836442185249
949,39,0,travel_rarely,research & development,18,2,life sciences,1,male,3,2,manufacturing director,3,single,4534,0,no,11,3,1,0,9,6,3,8,7,1,7,3,0,0,0,1,0.9850536014082247
950,31,0,non-travel,sales,2,4,life sciences,4,female,3,3,sales executive,3,divorced,9852,1,yes,19,3,1,1,10,5,2,10,8,9,6,4,0,0,0,2,0.5757330969178521
951,41,0,non-travel,sales,10,2,medical,3,male,1,2,sales executive,2,single,6151,1,no,13,3,1,0,19,4,3,19,2,11,9,4,0,0,0,2,0.40830395350224763
952,31,1,travel_frequently,sales,1,3,life sciences,4,female,3,1,sales representative,2,single,2302,1,yes,11,3,1,0,3,2,4,3,2,2,2,1,0,0,1,3,0.054239483270321506
957,40,0,non-travel,research & development,16,2,life sciences,3,male,3,1,research scientist,3,divorced,3544,9,no,16,3,2,1,6,0,3,4,2,0,0,2,0,0,0,1,0.8280351471206739
958,34,0,travel_rarely,research & development,9,3,life sciences,4,male,3,3,healthcare representative,4,divorced,8500,0,no,11,3,4,1,10,0,2,9,7,1,6,4,0,0,0,0,0.9995882142804855
959,40,0,travel_rarely,research & development,2,3,life sciences,3,male,3,2,research scientist,4,single,4661,1,no,13,3,3,0,9,4,3,9,8,8,8,3,0,0,0,1,0.9934014797925098
960,41,0,travel_frequently,sales,1,3,marketing,3,female,3,2,sales executive,1,divorced,4103,0,no,17,3,4,1,10,2,3,9,3,1,7,2,0,0,0,1,0.9893033536770477
961,35,0,travel_frequently,research & development,4,4,life sciences,3,male,3,2,research scientist,3,single,4249,1,yes,11,3,2,0,9,3,3,9,6,1,1,3,0,0,0,3,0.48266102287818435
963,38,0,travel_rarely,sales,2,2,life sciences,2,female,3,2,sales executive,1,divorced,6893,3,no,15,3,4,1,11,3,3,7,7,1,7,4,0,0,0,0,0.9928254909322974
964,34,0,travel_rarely,sales,15,2,medical,3,female,3,2,sales executive,1,single,6125,1,no,12,3,4,0,10,6,4,10,8,9,6,4,0,0,0,1,0.9522635572072731
965,25,0,travel_rarely,research & development,19,1,medical,4,male,3,1,laboratory technician,4,married,3669,3,no,11,3,3,3,7,6,2,3,2,1,2,2,0,0,1,0,0.9979611558073687
967,40,0,travel_rarely,research & development,1,4,life sciences,2,male,3,1,laboratory technician,2,married,2387,3,no,22,4,3,1,7,3,3,4,2,0,3,1,0,0,1,0,0.9737052366812956
968,36,0,travel_frequently,sales,7,3,marketing,1,female,4,2,sales executive,1,married,4639,2,no,16,3,4,1,17,2,2,15,7,6,13,3,0,0,0,1,0.9429309872910124
970,27,0,travel_rarely,sales,11,3,medical,3,female,4,1,sales representative,4,married,2534,8,no,14,3,2,1,5,4,3,1,0,0,0,1,0,1,1,0,0.88256376570285
972,18,0,non-travel,research & development,1,3,life sciences,4,female,3,1,laboratory technician,4,single,1611,1,no,15,3,3,0,0,5,4,0,0,0,0,1,1,1,1,2,0.8699292511495139
973,35,0,travel_rarely,research & development,1,3,medical,4,female,2,2,laboratory technician,4,married,5363,0,no,12,3,2,1,10,0,3,9,7,0,0,3,0,0,1,0,0.9877524797340184
974,27,0,travel_frequently,sales,2,1,life sciences,4,male,1,2,sales executive,4,single,5071,3,no,20,4,2,0,8,3,3,6,2,0,0,3,0,0,0,2,0.39703037565218285
977,34,0,non-travel,research & development,26,1,technical degree,1,female,2,1,research scientist,3,divorced,2029,1,no,20,4,3,3,5,2,3,5,4,0,0,1,0,0,0,1,0.9888891021723136
978,40,0,travel_rarely,research & development,2,1,medical,2,female,4,2,healthcare representative,3,divorced,6377,5,no,20,4,2,3,15,0,3,12,11,11,8,4,0,0,0,0,0.9993263407151672
979,34,0,travel_rarely,research & development,29,3,medical,2,male,3,2,laboratory technician,3,married,5429,4,no,13,3,1,2,10,1,3,8,7,7,7,3,0,0,1,0,0.7247094108735969
980,31,1,travel_frequently,sales,2,3,life sciences,3,female,2,1,sales representative,4,single,2785,7,no,14,3,3,0,3,3,4,1,0,0,0,2,0,1,1,2,0.2822347620319847
981,35,1,travel_frequently,sales,18,4,marketing,4,female,3,2,sales executive,3,married,4614,0,yes,18,3,3,1,5,0,2,4,2,3,2,3,0,0,0,2,0.3703382345155093
982,38,0,travel_frequently,research & development,7,3,life sciences,4,male,4,1,research scientist,3,divorced,2610,1,no,11,3,4,3,4,2,3,4,2,0,3,1,0,0,0,1,0.9997790150442313
983,34,0,travel_rarely,research & development,2,4,technical degree,3,female,3,2,healthcare representative,4,single,6687,1,no,11,3,4,0,14,2,4,14,11,4,11,4,0,0,0,1,0.9995572442623462
984,28,0,travel_rarely,sales,26,3,life sciences,3,male,2,2,sales executive,1,married,4724,1,no,11,3,3,1,5,0,3,5,3,0,4,3,0,0,0,0,0.4614310326302045
985,31,1,travel_rarely,research & development,22,4,medical,4,male,3,2,manufacturing director,3,married,6179,1,yes,15,3,4,2,10,3,2,10,2,6,7,4,0,0,0,1,0.9922843968207382
986,39,0,travel_rarely,sales,21,4,life sciences,1,male,2,2,sales executive,4,married,6120,3,yes,12,3,4,2,8,2,4,5,4,1,4,4,0,0,0,1,0.8977533448988209
988,41,0,travel_frequently,research & development,22,3,life sciences,4,female,3,2,research scientist,4,divorced,5467,3,yes,14,3,1,2,12,4,2,6,2,3,3,3,0,0,0,2,0.923860938960374
989,37,0,travel_rarely,research & development,4,1,life sciences,3,male,3,1,research scientist,3,married,2996,7,yes,15,3,4,0,8,2,3,6,4,1,3,2,0,0,0,1,0.7655489065976769
990,33,0,travel_frequently,sales,5,1,life sciences,2,male,3,2,sales executive,4,married,9998,6,no,13,3,1,0,8,2,4,5,4,1,2,5,0,0,0,1,0.5165012340255993
991,32,0,travel_rarely,sales,2,1,marketing,3,male,3,2,sales executive,2,married,4078,0,yes,13,3,1,3,4,3,2,3,2,1,2,2,0,0,0,1,0.7148178630399105
992,39,0,non-travel,research & development,25,2,life sciences,3,male,3,3,healthcare representative,3,married,10920,3,no,21,4,2,1,13,2,3,6,4,0,5,5,0,0,0,1,0.9988450735621834
993,25,0,travel_rarely,sales,18,1,life sciences,1,male,4,2,sales executive,3,married,6232,2,no,11,3,2,0,6,3,2,3,2,1,2,4,0,0,0,0,0.6607081014670448
996,27,0,travel_rarely,sales,10,3,marketing,4,female,2,2,sales executive,4,married,5769,1,yes,11,3,4,0,6,3,3,6,2,4,4,4,0,0,0,1,0.8363768590620937
997,27,1,travel_rarely,research & development,17,4,life sciences,4,female,3,1,research scientist,3,single,2394,1,yes,13,3,4,0,8,2,3,8,2,7,7,1,0,0,0,2,0.3642952224103833
998,26,0,travel_rarely,research & development,2,1,medical,1,male,2,1,research scientist,4,single,3904,0,no,12,3,4,0,5,2,3,4,3,1,1,2,0,0,0,1,0.8432415935318488
1001,37,0,travel_rarely,research & development,11,3,medical,1,female,3,1,laboratory technician,3,single,3629,4,no,18,3,1,0,8,6,3,3,2,0,2,2,0,0,1,1,0.5848441983918764
1002,35,0,travel_frequently,research & development,18,2,life sciences,3,male,3,3,manufacturing director,4,single,9362,2,no,11,3,3,0,10,2,3,2,2,2,2,4,0,0,0,2,0.9696743126913171
1003,25,0,travel_rarely,research & development,1,3,technical degree,1,male,3,1,laboratory technician,4,married,3229,4,no,11,3,2,1,7,2,2,3,2,0,2,2,0,0,1,0,0.7112607616719715
1004,26,0,travel_rarely,research & development,7,3,other,3,male,4,1,laboratory technician,1,single,3578,0,no,12,3,4,0,8,2,3,7,7,0,7,2,0,0,1,1,0.9450006218461616
1005,29,0,travel_rarely,human resources,17,3,other,2,male,2,3,human resources,1,single,7988,1,no,13,3,1,0,10,3,2,10,9,0,9,4,0,0,0,1,0.18208872554348496
1007,29,1,travel_frequently,research & development,14,1,other,3,female,3,3,healthcare representative,4,single,7553,0,yes,12,3,1,0,9,1,3,8,7,7,7,4,0,0,0,3,0.2749584610117147
1011,36,0,travel_rarely,sales,3,4,marketing,1,female,3,2,sales executive,2,single,9278,3,yes,16,3,4,0,15,3,3,5,4,0,1,4,0,0,0,2,0.3322659058252659
1012,31,1,travel_frequently,sales,1,4,life sciences,2,female,1,1,sales representative,3,single,1359,1,no,12,3,2,0,1,3,3,1,0,0,0,1,1,1,1,2,0.023541335800460673
1013,30,0,travel_rarely,sales,7,4,marketing,4,female,3,2,sales executive,1,divorced,4779,7,no,14,3,2,2,8,3,3,3,2,0,2,3,0,0,0,0,0.911158880742095
1014,31,0,travel_rarely,research & development,8,5,life sciences,1,female,3,4,research director,2,single,16422,3,no,11,3,3,0,9,3,4,3,2,1,0,5,0,0,0,1,0.6294588849477886
1015,34,0,travel_frequently,research & development,1,4,other,4,male,3,1,research scientist,1,divorced,2996,5,no,14,3,3,2,10,2,3,4,3,1,3,2,0,0,0,1,0.9721513235704948
1016,31,1,travel_rarely,research & development,8,3,life sciences,1,female,2,1,research scientist,2,single,1261,1,no,12,3,3,0,1,3,4,1,0,0,0,1,1,1,0,1,0.23021045006778693
1017,27,0,travel_rarely,research & development,11,1,life sciences,2,male,3,1,laboratory technician,1,married,2099,0,no,14,3,2,0,6,3,4,5,0,1,4,1,0,0,1,0,0.5064483408541417
1018,36,0,travel_rarely,research & development,4,4,life sciences,1,male,2,2,laboratory technician,4,single,5810,1,no,16,3,3,0,10,2,2,10,4,1,8,4,0,0,1,1,0.8054140580090485
1019,36,0,travel_rarely,sales,16,4,marketing,3,female,2,2,sales executive,1,married,5647,4,no,13,3,1,2,11,3,2,3,2,0,2,3,0,0,0,0,0.6283179848195121
1021,25,1,travel_rarely,sales,9,2,life sciences,1,male,2,1,sales representative,1,married,4400,3,no,12,3,1,0,6,2,3,3,2,2,2,3,0,0,1,0,0.023401389141012013
1022,37,0,non-travel,research & development,5,2,technical degree,3,male,4,1,laboratory technician,3,single,3500,0,no,14,3,1,0,7,2,1,6,5,1,3,2,0,0,1,2,0.8834024518693973
1025,24,0,travel_rarely,sales,4,1,medical,4,female,3,2,sales executive,3,married,4162,1,yes,12,3,3,2,5,3,3,5,4,0,3,2,0,0,0,1,0.9643588262436934
1026,32,0,travel_rarely,sales,7,5,marketing,4,male,3,2,sales executive,4,married,9204,4,no,12,3,3,1,7,3,2,4,3,0,3,4,0,0,0,0,0.9843440660797458
1027,34,0,travel_rarely,research & development,1,3,life sciences,4,female,2,1,laboratory technician,2,married,3294,5,no,17,3,1,1,7,2,2,5,4,0,2,2,0,0,1,0,0.4207252444039262
1028,41,0,travel_rarely,research & development,5,5,medical,2,male,4,1,research scientist,3,married,2127,2,yes,12,3,1,0,7,5,2,4,2,0,3,1,0,0,0,1,0.8778004908779361
1029,40,0,non-travel,research & development,9,4,other,3,male,3,2,laboratory technician,3,divorced,3975,3,no,11,3,3,2,11,2,4,8,7,0,7,2,0,0,1,1,0.9996190964953791
1030,31,0,travel_rarely,sales,8,2,life sciences,1,male,3,3,sales executive,4,divorced,10793,1,no,18,3,1,1,13,5,3,13,7,9,9,5,0,0,0,0,0.862518468888633
1032,39,1,non-travel,research & development,2,3,life sciences,1,female,2,1,laboratory technician,1,single,3646,2,yes,23,4,2,0,11,2,4,1,0,0,0,2,0,1,1,3,0.09137562294371956
1033,31,1,travel_frequently,research & development,1,5,life sciences,3,female,4,3,manufacturing director,2,single,7446,1,no,11,3,1,0,10,2,3,10,8,4,7,4,0,0,0,2,0.9358816546726697
1035,31,0,travel_rarely,human resources,8,2,medical,4,female,4,1,human resources,2,single,2109,9,no,18,3,4,0,8,3,3,3,2,0,2,1,0,0,0,1,0.8348769639479481
1036,31,1,travel_frequently,research & development,2,3,life sciences,2,male,3,1,laboratory technician,4,married,3722,6,yes,13,3,3,1,7,2,1,2,2,2,2,2,0,0,1,2,0.09327954328476358
1039,34,1,travel_rarely,human resources,9,4,technical degree,1,female,3,1,human resources,3,married,2742,1,no,15,3,4,0,2,0,3,2,2,2,2,2,0,0,0,0,0.7185751380276588
1040,40,0,non-travel,research & development,8,1,medical,4,male,2,3,research director,2,divorced,13757,2,no,11,3,3,1,16,5,3,9,8,4,8,5,0,0,0,1,0.9997505342892503
1041,28,0,travel_rarely,sales,5,3,medical,4,male,3,2,sales executive,1,single,8463,0,no,18,3,4,0,6,4,3,5,4,1,3,4,0,0,0,1,0.9152682723029317
1045,40,0,travel_rarely,research & development,2,3,medical,3,male,3,1,research scientist,3,divorced,2345,2,no,14,3,3,1,8,3,4,3,1,1,2,1,0,0,0,0,0.9984754222824186
1047,33,0,travel_frequently,sales,7,3,medical,4,male,3,2,sales executive,1,married,4373,0,no,14,3,1,2,5,2,3,4,3,0,3,3,0,0,0,1,0.9433573630748301
1048,34,0,travel_rarely,sales,3,3,other,4,male,1,2,sales executive,1,single,4759,3,no,18,3,4,0,15,2,3,13,9,3,12,3,0,0,0,1,0.692107397914557
1049,30,0,travel_rarely,sales,16,1,life sciences,4,male,3,2,sales executive,3,married,5301,8,no,15,3,3,2,4,2,2,2,1,2,2,3,0,0,0,0,0.7896572849506778
1052,30,0,non-travel,research & development,7,3,technical degree,3,male,3,1,research scientist,3,divorced,1274,1,no,13,3,2,2,1,2,2,1,0,0,0,1,1,1,0,1,0.9625204085764586
1055,34,0,travel_frequently,research & development,15,3,medical,2,male,3,4,research director,1,divorced,17007,7,no,14,3,4,2,16,3,2,14,8,6,9,5,0,0,0,1,0.8628502464133629
1056,28,1,travel_frequently,sales,1,3,technical degree,1,male,3,1,sales representative,3,married,2909,3,no,15,3,4,1,5,3,4,3,2,1,2,2,0,0,1,1,0.8940517205667383
1057,29,1,travel_frequently,sales,13,3,technical degree,1,female,3,2,sales executive,2,single,5765,5,no,11,3,1,0,7,4,1,5,3,0,0,4,0,0,0,2,0.023168883865145505
1058,34,1,travel_rarely,sales,24,4,medical,1,female,2,2,sales executive,2,single,4599,0,yes,23,4,3,0,16,2,4,15,9,10,10,3,0,0,0,2,0.1284984714062469
1059,35,0,travel_rarely,sales,7,1,life sciences,4,male,3,1,sales representative,3,married,2404,1,no,13,3,1,1,1,3,3,1,0,0,0,1,1,1,1,0,0.823202558326083
1060,24,1,travel_frequently,research & development,9,3,medical,2,male,3,1,laboratory technician,1,single,3172,2,yes,11,3,3,0,4,2,2,0,0,0,0,2,0,1,1,3,0.005052703108704026
1061,24,0,non-travel,sales,13,2,life sciences,4,female,3,1,sales representative,2,married,2033,1,no,13,3,3,1,1,2,3,1,0,0,0,1,1,1,1,1,0.7916837752433245
1063,29,0,travel_rarely,sales,19,3,life sciences,3,male,2,2,sales executive,3,divorced,8620,1,no,14,3,3,2,10,3,3,10,7,0,4,4,0,0,0,0,0.9675783635221407
1064,30,0,travel_rarely,human resources,1,3,life sciences,3,male,3,1,human resources,3,divorced,2064,0,no,21,4,1,1,6,3,4,5,3,1,3,1,0,0,0,0,0.97283111792753
1066,33,0,travel_rarely,research & development,4,4,medical,1,female,2,1,laboratory technician,2,married,3838,8,no,11,3,4,0,8,5,3,5,4,0,2,2,0,0,1,0,0.6577347268656705
1068,28,1,travel_frequently,research & development,2,2,medical,3,male,2,1,laboratory technician,1,single,2561,7,no,11,3,3,0,8,2,2,0,0,0,0,1,0,1,1,2,0.018321000017277617
1069,28,0,travel_rarely,research & development,1,3,life sciences,1,male,2,1,research scientist,3,divorced,1563,1,no,14,3,4,1,1,2,1,1,0,0,0,1,1,1,0,0,0.4463080475557701
1070,28,0,travel_frequently,sales,7,3,life sciences,3,male,3,2,sales executive,1,single,4898,0,no,14,3,4,0,5,5,3,4,2,1,3,3,0,0,0,2,0.7071356722264885
